time,value
1989-07-01,0.093
1989-08-01,0.122
1989-09-01,0.145
1989-10-01,0.166
1989-11-01,0.189
1989-12-01,0.208
1990-01-01,0.214
1990-02-01,0.209
1990-03-01,0.203
1990-04-01,0.204
1990-05-01,0.209
1990-06-01,0.232
1990-07-01,0.243
1990-08-01,0.248
1990-09-01,0.27
1990-10-01,0.333
1990-11-01,0.419
1990-12-01,0.53
1991-01-01,0.615
1991-02-01,0.699
1991-03-01,0.839
1991-04-01,0.941
1991-05-01,0.991
1991-06-01,0.969
1991-07-01,0.887
1991-08-01,0.782
1991-09-01,0.709
1991-10-01,0.677
1991-11-01,0.575
1991-12-01,0.468
1992-01-01,0.383
1992-02-01,0.262
1992-03-01,0.14
1992-04-01,0.059
1992-05-01,0.079
1992-06-01,0.068
1992-07-01,0.031
1992-08-01,0.01
1992-09-01,0.0
1992-10-01,0.0
1992-11-01,0.0
1992-12-01,0.0
1993-01-01,0.0
1993-02-01,0.0
1993-03-01,0.0
1993-04-01,0.019
1993-05-01,0.068
1993-06-01,0.103
1993-07-01,0.098
1993-08-01,0.102
1993-09-01,0.112
1993-10-01,0.117
1993-11-01,0.116
1993-12-01,0.09
1994-01-01,0.037
1994-02-01,0.033
1994-03-01,0.041
1994-04-01,0.032
1994-05-01,0.0
1994-06-01,0.0
1994-07-01,0.0
1994-08-01,0.0
1994-09-01,0.0
1994-10-01,0.0
1994-11-01,0.0
1994-12-01,0.0
1995-01-01,0.0
1995-02-01,0.0
1995-03-01,0.0
1995-04-01,0.0
1995-05-01,0.012
1995-06-01,0.033
1995-07-01,0.06
1995-08-01,0.058
1995-09-01,0.059
1995-10-01,0.067
1995-11-01,0.078
1995-12-01,0.064
1996-01-01,0.054
1996-02-01,0.057
1996-03-01,0.084
1996-04-01,0.06
1996-05-01,0.026
1996-06-01,0.0
1996-07-01,0.0
1996-08-01,0.0
1996-09-01,0.0
1996-10-01,0.0
1996-11-01,0.0
1996-12-01,0.0
1997-01-01,0.008
1997-02-01,0.002
1997-03-01,0.0
1997-04-01,0.0
1997-05-01,0.0
1997-06-01,0.0
1997-07-01,0.0
1997-08-01,0.0
1997-09-01,0.0
1997-10-01,0.0
1997-11-01,0.0
1997-12-01,0.0
1998-01-01,0.023
1998-02-01,0.019
1998-03-01,0.003
1998-04-01,0.0
1998-05-01,0.0
1998-06-01,0.0
1998-07-01,0.054
1998-08-01,0.084
1998-09-01,0.051
1998-10-01,0.0
1998-11-01,0.002
1998-12-01,0.023
1999-01-01,0.057
1999-02-01,0.06
1999-03-01,0.054
1999-04-01,0.038
1999-05-01,0.025
1999-06-01,0.009
1999-07-01,0.0
1999-08-01,0.0
1999-09-01,0.0
1999-10-01,0.0
1999-11-01,0.0
1999-12-01,0.0
2000-01-01,0.003
2000-02-01,0.018
2000-03-01,0.01
2000-04-01,0.0
2000-05-01,0.0
2000-06-01,0.0
2000-07-01,0.023
2000-08-01,0.052
2000-09-01,0.073
2000-10-01,0.076
2000-11-01,0.093
2000-12-01,0.153
2001-01-01,0.225
2001-02-01,0.286
2001-03-01,0.366
2001-04-01,0.433
2001-05-01,0.512
2001-06-01,0.625
2001-07-01,0.689
2001-08-01,0.731
2001-09-01,0.783
2001-10-01,0.902
2001-11-01,1.028
2001-12-01,1.086
2002-01-01,1.018
2002-02-01,0.912
2002-03-01,0.847
2002-04-01,0.827
2002-05-01,0.796
2002-06-01,0.69
2002-07-01,0.558
2002-08-01,0.414
2002-09-01,0.348
2002-10-01,0.287
2002-11-01,0.114
2002-12-01,0.0
2003-01-01,0.0
2003-02-01,0.0
2003-03-01,0.032
2003-04-01,0.096
2003-05-01,0.175
2003-06-01,0.215
2003-07-01,0.202
2003-08-01,0.166
2003-09-01,0.137
2003-10-01,0.105
2003-11-01,0.033
2003-12-01,0.0
2004-01-01,0.0
2004-02-01,0.0
2004-03-01,0.0
2004-04-01,0.0
2004-05-01,0.0
2004-06-01,0.0
2004-07-01,0.0
2004-08-01,0.0
2004-09-01,0.0
2004-10-01,0.0
2004-11-01,0.0
2004-12-01,0.0
2005-01-01,0.0
2005-02-01,0.0
2005-03-01,0.0
2005-04-01,0.0
2005-05-01,0.0
2005-06-01,0.0
2005-07-01,0.0
2005-08-01,0.0
2005-09-01,0.03
2005-10-01,0.098
2005-11-01,0.127
2005-12-01,0.074
2006-01-01,0.015
2006-02-01,0.0
2006-03-01,0.0
2006-04-01,0.0
2006-05-01,0.0
2006-06-01,0.0
2006-07-01,0.016
2006-08-01,0.032
2006-09-01,0.037
2006-10-01,0.031
2006-11-01,0.031
2006-12-01,0.04
2007-01-01,0.059
2007-02-01,0.077
2007-03-01,0.083
2007-04-01,0.07
2007-05-01,0.036
2007-06-01,0.028
2007-07-01,0.036
2007-08-01,0.043
2007-09-01,0.046
2007-10-01,0.05
2007-11-01,0.062
2007-12-01,0.117
2008-01-01,0.169
2008-02-01,0.222
2008-03-01,0.271
2008-04-01,0.312
2008-05-01,0.356
2008-06-01,0.383
2008-07-01,0.43
2008-08-01,0.517
2008-09-01,0.608
2008-10-01,0.732
2008-11-01,0.935
2008-12-01,1.147
2009-01-01,1.397
2009-02-01,1.609
2009-03-01,1.854
2009-04-01,2.134
2009-05-01,2.455
2009-06-01,2.588
2009-07-01,2.53
2009-08-01,2.305
2009-09-01,2.102
2009-10-01,1.858
2009-11-01,1.594
2009-12-01,1.205
2010-01-01,0.652
2010-02-01,0.252
2010-03-01,0.0
2010-04-01,0.0
2010-05-01,0.0
2010-06-01,0.0
2010-07-01,0.0
2010-08-01,0.0
2010-09-01,0.0
2010-10-01,0.0
2010-11-01,0.0
2010-12-01,0.0
2011-01-01,0.0
2011-02-01,0.0
2011-03-01,0.0
2011-04-01,0.0
2011-05-01,0.0
2011-06-01,0.0
2011-07-01,0.0
2011-08-01,0.0
2011-09-01,0.0
2011-10-01,0.0
2011-11-01,0.0
2011-12-01,0.0
2012-01-01,0.0
2012-02-01,0.0
2012-03-01,0.0
2012-04-01,0.0
2012-05-01,0.0
2012-06-01,0.0
2012-07-01,0.0
2012-08-01,0.0
2012-09-01,0.0
2012-10-01,0.0
2012-11-01,0.0
2012-12-01,0.0
2013-01-01,0.0
2013-02-01,0.0
2013-03-01,0.0
2013-04-01,0.0
2013-05-01,0.0
2013-06-01,0.0
2013-07-01,0.0
2013-08-01,0.0
2013-09-01,0.0
2013-10-01,0.0
2013-11-01,0.0
2013-12-01,0.0
2014-01-01,0.0
2014-02-01,0.0
2014-03-01,0.0
2014-04-01,0.0
2014-05-01,0.0
2014-06-01,0.0
2014-07-01,0.0
2014-08-01,0.0
2014-09-01,0.0
2014-10-01,0.0
2014-11-01,0.0
2014-12-01,0.0
2015-01-01,0.0
2015-02-01,0.0
2015-03-01,0.0
2015-04-01,0.0
2015-05-01,0.0
2015-06-01,0.0
2015-07-01,0.0
2015-08-01,0.0
2015-09-01,0.0
2015-10-01,0.0
2015-11-01,0.0
2015-12-01,0.0
2016-01-01,0.0
2016-02-01,0.0
2016-03-01,0.0
2016-04-01,0.0
2016-05-01,0.0
2016-06-01,0.0
2016-07-01,0.0
2016-08-01,0.0
2016-09-01,0.0
2016-10-01,0.0
2016-11-01,0.0
2016-12-01,0.0
2017-01-01,0.002
2017-02-01,0.005
2017-03-01,0.0
2017-04-01,0.0
2017-05-01,0.0
2017-06-01,0.0
2017-07-01,0.0
2017-08-01,0.007
2017-09-01,0.0
2017-10-01,0.0
2017-11-01,0.009
2017-12-01,0.033
2018-01-01,0.045
2018-02-01,0.045
2018-03-01,0.035
2018-04-01,0.008
2018-05-01,0.0
2018-06-01,0.0
2018-07-01,0.0
2018-08-01,0.0
2018-09-01,0.0
2018-10-01,0.0
2018-11-01,0.018
2018-12-01,0.075
2019-01-01,0.113
2019-02-01,0.135
2019-03-01,0.139
2019-04-01,0.108
2019-05-01,0.066
2019-06-01,0.029
2019-07-01,0.022
2019-08-01,0.019
2019-09-01,0.005
2019-10-01,0.0
2019-11-01,0.021
2019-12-01,0.063
2020-01-01,0.101
2020-02-01,0.119
2020-03-01,0.557
2020-04-01,4.046
2020-05-01,9.352
2020-06-01,11.937
2020-07-01,11.329
2020-08-01,9.637
2020-09-01,8.376
2020-10-01,6.142
2020-11-01,4.447
2020-12-01,3.149
2021-01-01,2.472
2021-02-01,2.175
2021-03-01,1.88
2021-04-01,0.605
2021-05-01,0.0
2021-06-01,0.0
2021-07-01,0.0
2021-08-01,0.0
2021-09-01,0.0
2021-10-01,0.0
2021-11-01,0.0
2021-12-01,0.0
2022-01-01,0.0
2022-02-01,0.0
2022-03-01,0.0
2022-04-01,0.0
2022-05-01,0.0
2022-06-01,0.0
2022-07-01,0.0
2022-08-01,0.013
2022-09-01,0.016
2022-10-01,0.012
2022-11-01,0.019
2022-12-01,0.065
2023-01-01,0.104
2023-02-01,0.136
2023-03-01,0.157
2023-04-01,0.182
2023-05-01,0.194
2023-06-01,0.207
2023-07-01,0.219
2023-08-01,0.227
2023-09-01,0.227
2023-10-01,0.231
2023-11-01,0.226
2023-12-01,0.199
2024-01-01,0.15
2024-02-01,0.105
2024-03-01,0.076
2024-04-01,0.05
2024-05-01,0.034
2024-06-01,0.028
2024-07-01,0.034
2024-08-01,0.038
2024-09-01,0.033
2024-10-01,0.033
2024-11-01,0.038
2024-12-01,0.041
2025-01-01,0.039
2025-02-01,0.035
2025-03-01,0.035
2025-04-01,0.035
2025-05-01,0.045
2025-06-01,0.059
2025-07-01,0.061
2025-08-01,0.05
2025-09-01,0.043
2025-10-01,0.042
2025-11-01,0.039
2025-12-01,0.031
2026-01-01,0.004
2026-02-01,0.0
2026-03-01,0.0
