time,series,value
2024-07-02,27+ Weeks,65.5672
2024-07-02,5-14 Weeks,67.7067
2024-08-02,<5 Weeks,66.1353
2024-08-02,15-26 Weeks,63.6883
2024-08-02,27+ Weeks,65.0698
2024-08-02,5-14 Weeks,66.1188
2024-09-02,<5 Weeks,65.4646
2024-09-02,15-26 Weeks,66.3466
2024-09-02,27+ Weeks,63.4085
2024-09-02,5-14 Weeks,63.6796
2024-10-02,<5 Weeks,65.7339
2024-10-02,15-26 Weeks,66.7779
2024-10-02,27+ Weeks,64.9058
2024-10-02,5-14 Weeks,64.5586
2024-11-02,<5 Weeks,66.0641
2024-11-02,15-26 Weeks,69.456
2024-11-02,27+ Weeks,65.4637
2024-11-02,5-14 Weeks,66.0141
2024-12-02,<5 Weeks,65.4024
2024-12-02,15-26 Weeks,67.3438
2024-12-02,27+ Weeks,65.6511
2024-12-02,5-14 Weeks,64.6389
2025-01-02,<5 Weeks,64.9153
2025-01-02,15-26 Weeks,68.3633
2025-01-02,27+ Weeks,64.3143
2025-01-02,5-14 Weeks,63.7008
2025-02-02,<5 Weeks,64.234
2025-02-02,15-26 Weeks,64.6339
2025-02-02,27+ Weeks,64.9911
2025-02-02,5-14 Weeks,64.0618
2025-03-02,<5 Weeks,64.8648
2025-03-02,15-26 Weeks,65.2435
2025-03-02,27+ Weeks,65.4
2025-03-02,5-14 Weeks,66.4959
2025-04-02,<5 Weeks,65.5809
2025-04-02,15-26 Weeks,65.6256
2025-04-02,27+ Weeks,65.5388
2025-04-02,5-14 Weeks,68.2009
2025-05-02,<5 Weeks,64.7268
2025-05-02,15-26 Weeks,68.2175
2025-05-02,27+ Weeks,65.0172
2025-05-02,5-14 Weeks,68.6048
2025-06-02,<5 Weeks,65.263
2025-06-02,15-26 Weeks,68.4927
2025-06-02,27+ Weeks,64.5124
2025-06-02,5-14 Weeks,67.8114
2025-07-02,<5 Weeks,62.8236
2025-07-02,15-26 Weeks,67.6264
2025-07-02,27+ Weeks,62.8897
2025-07-02,5-14 Weeks,67.0548
2025-08-02,<5 Weeks,62.6017
2025-08-02,15-26 Weeks,64.6477
2025-08-02,27+ Weeks,64.1717
2025-08-02,5-14 Weeks,67.2589
2025-09-02,<5 Weeks,61.9613
2025-09-02,15-26 Weeks,66.0469
2025-09-02,27+ Weeks,65.2559
2025-09-02,5-14 Weeks,66.9309
2025-10-02,<5 Weeks,
2025-10-02,15-26 Weeks,
2025-10-02,27+ Weeks,
2025-10-02,5-14 Weeks,
2025-11-02,<5 Weeks,62.4592
2025-11-02,15-26 Weeks,64.1107
2025-11-02,27+ Weeks,66.9264
2025-11-02,5-14 Weeks,64.4328
2025-12-02,<5 Weeks,62.6727
2025-12-02,15-26 Weeks,61.6236
2025-12-02,27+ Weeks,68.5519
2025-12-02,5-14 Weeks,60.8722
2026-01-02,<5 Weeks,63.5782
2026-01-02,15-26 Weeks,62.7654
2026-01-02,27+ Weeks,66.6211
2026-01-02,5-14 Weeks,61.3324
2026-02-02,<5 Weeks,64.0293
2026-02-02,15-26 Weeks,64.9999
2026-02-02,27+ Weeks,67.1874
2026-02-02,5-14 Weeks,61.9641
2026-03-02,<5 Weeks,64.5002
2026-03-02,15-26 Weeks,64.4356
2026-03-02,27+ Weeks,65.4875
2026-03-02,5-14 Weeks,63.2007
2026-04-02,<5 Weeks,65.0495
2026-04-02,15-26 Weeks,63.1247
2026-04-02,27+ Weeks,66.6975
2026-04-02,5-14 Weeks,62.9781
2026-05-02,<5 Weeks,66.0699
2026-05-02,15-26 Weeks,63.2651
2026-05-02,27+ Weeks,63.7187
2026-05-02,5-14 Weeks,64.7903
