ychild_bin,sex_label,mean_hours
0-1,Men,1.7068440398683473
0-1,Women,3.727006112406106
1-2,Men,1.475750361355229
1-2,Women,2.6887831121745864
3-5,Men,1.1647958413338066
3-5,Women,1.9336186777049942
6-12,Men,0.7021793253591169
6-12,Women,1.244263270282936
13-17,Men,0.25519611066579223
13-17,Women,0.48612850638262733
