date,series,value
2023-09-01,Quintile 1 (Lowest),1.1288
2023-10-01,Quintile 1 (Lowest),1.2625
2023-11-01,Quintile 1 (Lowest),1.3634
2023-12-01,Quintile 1 (Lowest),1.4098
2024-01-01,Quintile 1 (Lowest),1.443
2024-02-01,Quintile 1 (Lowest),1.483
2024-03-01,Quintile 1 (Lowest),1.5323
2024-04-01,Quintile 1 (Lowest),1.5295
2024-05-01,Quintile 1 (Lowest),1.499
2024-06-01,Quintile 1 (Lowest),1.4492
2024-07-01,Quintile 1 (Lowest),1.4933
2024-08-01,Quintile 1 (Lowest),1.4699
2024-09-01,Quintile 1 (Lowest),1.4558
2024-10-01,Quintile 1 (Lowest),1.3598
2024-11-01,Quintile 1 (Lowest),1.3237
2024-12-01,Quintile 1 (Lowest),1.3783
2025-01-01,Quintile 1 (Lowest),1.4101
2025-02-01,Quintile 1 (Lowest),1.3996
2025-03-01,Quintile 1 (Lowest),1.3257
2025-04-01,Quintile 1 (Lowest),1.2501
2025-05-01,Quintile 1 (Lowest),1.1589
2025-06-01,Quintile 1 (Lowest),1.0514
2025-07-01,Quintile 1 (Lowest),0.9816
2025-08-01,Quintile 1 (Lowest),1.0031
2025-09-01,Quintile 1 (Lowest),1.0076
2025-10-01,Quintile 1 (Lowest),
2025-11-01,Quintile 1 (Lowest),1.2834
2025-12-01,Quintile 1 (Lowest),1.3897
2026-01-01,Quintile 1 (Lowest),1.5547
2026-02-01,Quintile 1 (Lowest),1.6585
2026-03-01,Quintile 1 (Lowest),1.8611
2026-04-01,Quintile 1 (Lowest),1.9744
2026-05-01,Quintile 1 (Lowest),2.0582
2026-06-01,Quintile 1 (Lowest),2.0685
2026-07-01,Quintile 1 (Lowest),2.1137
2026-08-01,Quintile 1 (Lowest),2.1249
2015-01-01,Quintile 3,-1.8276
2015-02-01,Quintile 3,-1.8549
2015-03-01,Quintile 3,-1.8645
2015-04-01,Quintile 3,-1.8622
2015-05-01,Quintile 3,-1.8023
2015-06-01,Quintile 3,-1.7777
2015-07-01,Quintile 3,-1.7065
2015-08-01,Quintile 3,-1.7207
2015-09-01,Quintile 3,-1.738
2015-10-01,Quintile 3,-1.7504
2015-11-01,Quintile 3,-1.7878
2015-12-01,Quintile 3,-1.8542
2016-01-01,Quintile 3,-1.889
2016-02-01,Quintile 3,-1.8931
2016-03-01,Quintile 3,-1.8711
2016-04-01,Quintile 3,-1.8352
2016-05-01,Quintile 3,-1.833
2016-06-01,Quintile 3,-1.8068
2016-07-01,Quintile 3,-1.7638
2016-08-01,Quintile 3,-1.6979
2016-09-01,Quintile 3,-1.6086
2016-10-01,Quintile 3,-1.5908
2016-11-01,Quintile 3,-1.5974
2016-12-01,Quintile 3,-1.5511
2017-01-01,Quintile 3,-1.5043
2017-02-01,Quintile 3,-1.4447
2017-03-01,Quintile 3,-1.4324
2017-04-01,Quintile 3,-1.411
2017-05-01,Quintile 3,-1.3599
2017-06-01,Quintile 3,-1.2598
2017-07-01,Quintile 3,-1.1303
2017-08-01,Quintile 3,-1.0728
2017-09-01,Quintile 3,-1.0316
2017-10-01,Quintile 3,-0.9914
2017-11-01,Quintile 3,-0.9229
2017-12-01,Quintile 3,-0.9001
2018-01-01,Quintile 3,-0.9033
2018-02-01,Quintile 3,-0.8469
2018-03-01,Quintile 3,-0.7828
2018-04-01,Quintile 3,-0.7318
2018-05-01,Quintile 3,-0.708
2018-06-01,Quintile 3,-0.7569
2018-07-01,Quintile 3,-0.7841
2018-08-01,Quintile 3,-0.7308
2018-09-01,Quintile 3,-0.7408
2018-10-01,Quintile 3,-0.674
2018-11-01,Quintile 3,-0.6031
2018-12-01,Quintile 3,-0.5316
2019-01-01,Quintile 3,-0.4484
2019-02-01,Quintile 3,-0.4381
2019-03-01,Quintile 3,-0.476
2019-04-01,Quintile 3,-0.4636
2019-05-01,Quintile 3,-0.4047
2019-06-01,Quintile 3,-0.3608
2019-07-01,Quintile 3,-0.378
2019-08-01,Quintile 3,-0.4035
2019-09-01,Quintile 3,-0.3397
2019-10-01,Quintile 3,-0.3173
2019-11-01,Quintile 3,-0.2095
2019-12-01,Quintile 3,-0.1
2020-01-01,Quintile 3,0
2020-02-01,Quintile 3,0.005
2020-03-01,Quintile 3,0.0253
2020-04-01,Quintile 3,-0.1762
2020-05-01,Quintile 3,-0.3406
2020-06-01,Quintile 3,-0.3986
2020-07-01,Quintile 3,-0.4723
2020-08-01,Quintile 3,-0.5964
2020-09-01,Quintile 3,-0.7154
2020-10-01,Quintile 3,-0.8135
2020-11-01,Quintile 3,-0.9989
2020-12-01,Quintile 3,-1.1611
2021-01-01,Quintile 3,-1.3012
2021-02-01,Quintile 3,-1.3908
2021-03-01,Quintile 3,-1.4156
2021-04-01,Quintile 3,-1.3543
2021-05-01,Quintile 3,-1.362
2021-06-01,Quintile 3,-1.341
2021-07-01,Quintile 3,-1.3244
2021-08-01,Quintile 3,-1.196
2021-09-01,Quintile 3,-1.1478
2021-10-01,Quintile 3,-1.1399
2021-11-01,Quintile 3,-1.106
2021-12-01,Quintile 3,-1.0946
2022-01-01,Quintile 3,-1.0829
2022-02-01,Quintile 3,-1.0461
2022-03-01,Quintile 3,-0.9978
2022-04-01,Quintile 3,-0.922
2022-05-01,Quintile 3,-0.7896
2022-06-01,Quintile 3,-0.7303
2022-07-01,Quintile 3,-0.6859
2022-08-01,Quintile 3,-0.6661
2022-09-01,Quintile 3,-0.6889
2022-10-01,Quintile 3,-0.6563
2022-11-01,Quintile 3,-0.6699
2022-12-01,Quintile 3,-0.6878
2023-01-01,Quintile 3,-0.6085
2023-02-01,Quintile 3,-0.5472
2023-03-01,Quintile 3,-0.4615
2023-04-01,Quintile 3,-0.3333
2023-05-01,Quintile 3,-0.271
2023-06-01,Quintile 3,-0.2519
2023-07-01,Quintile 3,-0.2198
2023-08-01,Quintile 3,-0.2509
2023-09-01,Quintile 3,-0.2129
2023-10-01,Quintile 3,-0.1897
2023-11-01,Quintile 3,-0.1082
2023-12-01,Quintile 3,0.0139
2024-01-01,Quintile 3,0.0223
2024-02-01,Quintile 3,0.0487
2024-03-01,Quintile 3,0.0024
2024-04-01,Quintile 3,0.0306
2024-05-01,Quintile 3,0.0589
2024-06-01,Quintile 3,0.0792
2024-07-01,Quintile 3,0.1393
2024-08-01,Quintile 3,0.2908
2024-09-01,Quintile 3,0.4454
2024-10-01,Quintile 3,0.573
2024-11-01,Quintile 3,0.6521
2024-12-01,Quintile 3,0.6922
2025-01-01,Quintile 3,0.7548
2025-02-01,Quintile 3,0.8381
2025-03-01,Quintile 3,0.839
2025-04-01,Quintile 3,0.8316
2025-05-01,Quintile 3,0.8281
2025-06-01,Quintile 3,0.9053
2025-07-01,Quintile 3,0.9406
2025-08-01,Quintile 3,0.9111
2025-09-01,Quintile 3,0.905
2025-10-01,Quintile 3,
2025-11-01,Quintile 3,0.8104
2025-12-01,Quintile 3,0.8244
2026-01-01,Quintile 3,0.8655
2026-02-01,Quintile 3,0.891
2026-03-01,Quintile 3,1.005
2026-04-01,Quintile 3,1.094
2026-05-01,Quintile 3,1.2566
2026-06-01,Quintile 3,1.3108
2026-07-01,Quintile 3,1.3465
2026-08-01,Quintile 3,1.3301
2015-01-01,Quintile 5 (Highest),-0.1651
2015-02-01,Quintile 5 (Highest),-0.1384
2015-03-01,Quintile 5 (Highest),-0.1196
2015-04-01,Quintile 5 (Highest),-0.0727
2015-05-01,Quintile 5 (Highest),-0.052
2015-06-01,Quintile 5 (Highest),-0.047
2015-07-01,Quintile 5 (Highest),-0.0416
2015-08-01,Quintile 5 (Highest),-0.0481
2015-09-01,Quintile 5 (Highest),-0.0405
2015-10-01,Quintile 5 (Highest),-0.0551
2015-11-01,Quintile 5 (Highest),-0.0713
2015-12-01,Quintile 5 (Highest),-0.0605
2016-01-01,Quintile 5 (Highest),-0.0465
2016-02-01,Quintile 5 (Highest),-0.0698
2016-03-01,Quintile 5 (Highest),-0.0632
2016-04-01,Quintile 5 (Highest),-0.106
2016-05-01,Quintile 5 (Highest),-0.1496
2016-06-01,Quintile 5 (Highest),-0.1696
2016-07-01,Quintile 5 (Highest),-0.1947
2016-08-01,Quintile 5 (Highest),-0.162
2016-09-01,Quintile 5 (Highest),-0.1524
2016-10-01,Quintile 5 (Highest),-0.0969
2016-11-01,Quintile 5 (Highest),-0.0475
2016-12-01,Quintile 5 (Highest),-0.0479
2017-01-01,Quintile 5 (Highest),-0.0219
2017-02-01,Quintile 5 (Highest),-0.0162
2017-03-01,Quintile 5 (Highest),-0.0524
2017-04-01,Quintile 5 (Highest),-0.0646
2017-05-01,Quintile 5 (Highest),-0.083
2017-06-01,Quintile 5 (Highest),-0.107
2017-07-01,Quintile 5 (Highest),-0.0882
2017-08-01,Quintile 5 (Highest),-0.1443
2017-09-01,Quintile 5 (Highest),-0.156
2017-10-01,Quintile 5 (Highest),-0.202
2017-11-01,Quintile 5 (Highest),-0.251
2017-12-01,Quintile 5 (Highest),-0.2517
2018-01-01,Quintile 5 (Highest),-0.2666
2018-02-01,Quintile 5 (Highest),-0.1982
2018-03-01,Quintile 5 (Highest),-0.1487
2018-04-01,Quintile 5 (Highest),-0.1049
2018-05-01,Quintile 5 (Highest),-0.0589
2018-06-01,Quintile 5 (Highest),-0.0227
2018-07-01,Quintile 5 (Highest),-0.0112
2018-08-01,Quintile 5 (Highest),0.0127
2018-09-01,Quintile 5 (Highest),0.012
2018-10-01,Quintile 5 (Highest),0.0442
2018-11-01,Quintile 5 (Highest),0.1002
2018-12-01,Quintile 5 (Highest),0.1171
2019-01-01,Quintile 5 (Highest),0.1269
2019-02-01,Quintile 5 (Highest),0.123
2019-03-01,Quintile 5 (Highest),0.141
2019-04-01,Quintile 5 (Highest),0.1282
2019-05-01,Quintile 5 (Highest),0.0928
2019-06-01,Quintile 5 (Highest),0.0592
2019-07-01,Quintile 5 (Highest),0.0051
2019-08-01,Quintile 5 (Highest),0.0242
2019-09-01,Quintile 5 (Highest),0.0441
2019-10-01,Quintile 5 (Highest),0.0194
2019-11-01,Quintile 5 (Highest),0.0015
2019-12-01,Quintile 5 (Highest),-0.0178
2020-01-01,Quintile 5 (Highest),0
2020-02-01,Quintile 5 (Highest),-0.0123
2020-03-01,Quintile 5 (Highest),-0.0236
2020-04-01,Quintile 5 (Highest),-0.1905
2020-05-01,Quintile 5 (Highest),-0.2947
2020-06-01,Quintile 5 (Highest),-0.3488
2020-07-01,Quintile 5 (Highest),-0.4264
2020-08-01,Quintile 5 (Highest),-0.5052
2020-09-01,Quintile 5 (Highest),-0.5739
2020-10-01,Quintile 5 (Highest),-0.6274
2020-11-01,Quintile 5 (Highest),-0.681
2020-12-01,Quintile 5 (Highest),-0.7674
2021-01-01,Quintile 5 (Highest),-0.8656
2021-02-01,Quintile 5 (Highest),-0.9548
2021-03-01,Quintile 5 (Highest),-1.0091
2021-04-01,Quintile 5 (Highest),-0.8654
2021-05-01,Quintile 5 (Highest),-0.7518
2021-06-01,Quintile 5 (Highest),-0.7333
2021-07-01,Quintile 5 (Highest),-0.6108
2021-08-01,Quintile 5 (Highest),-0.5602
2021-09-01,Quintile 5 (Highest),-0.5388
2021-10-01,Quintile 5 (Highest),-0.535
2021-11-01,Quintile 5 (Highest),-0.5138
2021-12-01,Quintile 5 (Highest),-0.46
2022-01-01,Quintile 5 (Highest),-0.4621
2022-02-01,Quintile 5 (Highest),-0.4074
2022-03-01,Quintile 5 (Highest),-0.3787
2022-04-01,Quintile 5 (Highest),-0.3559
2022-05-01,Quintile 5 (Highest),-0.3278
2022-06-01,Quintile 5 (Highest),-0.3046
2022-07-01,Quintile 5 (Highest),-0.3284
2022-08-01,Quintile 5 (Highest),-0.3356
2022-09-01,Quintile 5 (Highest),-0.3051
2022-10-01,Quintile 5 (Highest),-0.2631
2022-11-01,Quintile 5 (Highest),-0.2568
2022-12-01,Quintile 5 (Highest),-0.2495
2023-01-01,Quintile 5 (Highest),-0.1854
2023-02-01,Quintile 5 (Highest),-0.1646
2023-03-01,Quintile 5 (Highest),-0.1683
2023-04-01,Quintile 5 (Highest),-0.1632
2023-05-01,Quintile 5 (Highest),-0.1901
2023-06-01,Quintile 5 (Highest),-0.1734
2023-07-01,Quintile 5 (Highest),-0.1484
2023-08-01,Quintile 5 (Highest),-0.1094
2023-09-01,Quintile 5 (Highest),-0.0655
2023-10-01,Quintile 5 (Highest),-0.0548
2023-11-01,Quintile 5 (Highest),-0.0012
2023-12-01,Quintile 5 (Highest),0.0405
2024-01-01,Quintile 5 (Highest),0.0545
2024-02-01,Quintile 5 (Highest),0.048
2024-03-01,Quintile 5 (Highest),0.015
2024-04-01,Quintile 5 (Highest),-0.0208
2024-05-01,Quintile 5 (Highest),-0.0465
2024-06-01,Quintile 5 (Highest),-0.04
2024-07-01,Quintile 5 (Highest),-0.0129
2024-08-01,Quintile 5 (Highest),-0.023
2024-09-01,Quintile 5 (Highest),-0.0609
2024-10-01,Quintile 5 (Highest),-0.0643
2024-11-01,Quintile 5 (Highest),-0.0708
2024-12-01,Quintile 5 (Highest),-0.1202
2025-01-01,Quintile 5 (Highest),-0.1317
2025-02-01,Quintile 5 (Highest),-0.152
2025-03-01,Quintile 5 (Highest),-0.0957
2025-04-01,Quintile 5 (Highest),-0.0412
2025-05-01,Quintile 5 (Highest),0.0023
2025-06-01,Quintile 5 (Highest),0.0065
2025-07-01,Quintile 5 (Highest),-0.02
2025-08-01,Quintile 5 (Highest),-0.014
2025-09-01,Quintile 5 (Highest),-0.0031
2025-10-01,Quintile 5 (Highest),
2025-11-01,Quintile 5 (Highest),-0.0168
2025-12-01,Quintile 5 (Highest),0.0646
2026-01-01,Quintile 5 (Highest),0.1723
2026-02-01,Quintile 5 (Highest),0.2181
2026-03-01,Quintile 5 (Highest),0.2213
2026-04-01,Quintile 5 (Highest),0.2036
2026-05-01,Quintile 5 (Highest),0.2149
2026-06-01,Quintile 5 (Highest),0.1544
2026-07-01,Quintile 5 (Highest),0.136
2026-08-01,Quintile 5 (Highest),0.1506
