date,series,value
2024-10-01,Quintile 1 (Highest),0.4361
2024-11-01,Quintile 1 (Highest),0.5008
2024-12-01,Quintile 1 (Highest),0.5355
2025-01-01,Quintile 1 (Highest),0.5323
2025-02-01,Quintile 1 (Highest),0.4986
2025-03-01,Quintile 1 (Highest),0.5161
2025-04-01,Quintile 1 (Highest),0.533
2025-05-01,Quintile 1 (Highest),0.5106
2025-06-01,Quintile 1 (Highest),0.4237
2025-07-01,Quintile 1 (Highest),0.3629
2025-08-01,Quintile 1 (Highest),0.3751
2025-09-01,Quintile 1 (Highest),0.4301
2025-10-01,Quintile 1 (Highest),
2025-11-01,Quintile 1 (Highest),0.5055
2025-12-01,Quintile 1 (Highest),0.4962
2026-01-01,Quintile 1 (Highest),0.5469
2026-02-01,Quintile 1 (Highest),0.6617
2026-03-01,Quintile 1 (Highest),0.6846
2026-04-01,Quintile 1 (Highest),0.7452
2026-05-01,Quintile 1 (Highest),0.737
2026-06-01,Quintile 1 (Highest),0.7696
2026-07-01,Quintile 1 (Highest),0.767
2026-08-01,Quintile 1 (Highest),0.7962
2015-01-01,Quintile 3,1.5526
2015-02-01,Quintile 3,1.5182
2015-03-01,Quintile 3,1.4186
2015-04-01,Quintile 3,1.4012
2015-05-01,Quintile 3,1.3867
2015-06-01,Quintile 3,1.3316
2015-07-01,Quintile 3,1.344
2015-08-01,Quintile 3,1.2977
2015-09-01,Quintile 3,1.2732
2015-10-01,Quintile 3,1.2259
2015-11-01,Quintile 3,1.1535
2015-12-01,Quintile 3,1.1169
2016-01-01,Quintile 3,1.0564
2016-02-01,Quintile 3,0.9447
2016-03-01,Quintile 3,0.9413
2016-04-01,Quintile 3,0.9246
2016-05-01,Quintile 3,0.8876
2016-06-01,Quintile 3,0.862
2016-07-01,Quintile 3,0.7707
2016-08-01,Quintile 3,0.7688
2016-09-01,Quintile 3,0.764
2016-10-01,Quintile 3,0.7508
2016-11-01,Quintile 3,0.772
2016-12-01,Quintile 3,0.7861
2017-01-01,Quintile 3,0.8214
2017-02-01,Quintile 3,0.8496
2017-03-01,Quintile 3,0.8389
2017-04-01,Quintile 3,0.788
2017-05-01,Quintile 3,0.7436
2017-06-01,Quintile 3,0.7055
2017-07-01,Quintile 3,0.7248
2017-08-01,Quintile 3,0.7231
2017-09-01,Quintile 3,0.6676
2017-10-01,Quintile 3,0.6079
2017-11-01,Quintile 3,0.5412
2017-12-01,Quintile 3,0.4786
2018-01-01,Quintile 3,0.4271
2018-02-01,Quintile 3,0.4135
2018-03-01,Quintile 3,0.3668
2018-04-01,Quintile 3,0.3352
2018-05-01,Quintile 3,0.3145
2018-06-01,Quintile 3,0.3127
2018-07-01,Quintile 3,0.289
2018-08-01,Quintile 3,0.2299
2018-09-01,Quintile 3,0.2108
2018-10-01,Quintile 3,0.2499
2018-11-01,Quintile 3,0.2508
2018-12-01,Quintile 3,0.2116
2019-01-01,Quintile 3,0.1985
2019-02-01,Quintile 3,0.1632
2019-03-01,Quintile 3,0.1743
2019-04-01,Quintile 3,0.1708
2019-05-01,Quintile 3,0.1356
2019-06-01,Quintile 3,0.1321
2019-07-01,Quintile 3,0.1369
2019-08-01,Quintile 3,0.1584
2019-09-01,Quintile 3,0.1367
2019-10-01,Quintile 3,0.0618
2019-11-01,Quintile 3,0.0155
2019-12-01,Quintile 3,0.0163
2020-01-01,Quintile 3,0
2020-02-01,Quintile 3,0.0084
2020-03-01,Quintile 3,0.0398
2020-04-01,Quintile 3,0.8496
2020-05-01,Quintile 3,1.566
2020-06-01,Quintile 3,2.1346
2020-07-01,Quintile 3,2.6473
2020-08-01,Quintile 3,3.0406
2020-09-01,Quintile 3,3.4038
2020-10-01,Quintile 3,3.6984
2020-11-01,Quintile 3,3.928
2020-12-01,Quintile 3,4.1683
2021-01-01,Quintile 3,4.3767
2021-02-01,Quintile 3,4.5645
2021-03-01,Quintile 3,4.6861
2021-04-01,Quintile 3,4.0678
2021-05-01,Quintile 3,3.5579
2021-06-01,Quintile 3,3.1922
2021-07-01,Quintile 3,2.7713
2021-08-01,Quintile 3,2.4889
2021-09-01,Quintile 3,2.2561
2021-10-01,Quintile 3,2.0618
2021-11-01,Quintile 3,1.9247
2021-12-01,Quintile 3,1.6948
2022-01-01,Quintile 3,1.5121
2022-02-01,Quintile 3,1.3046
2022-03-01,Quintile 3,1.1153
2022-04-01,Quintile 3,0.9154
2022-05-01,Quintile 3,0.7574
2022-06-01,Quintile 3,0.6032
2022-07-01,Quintile 3,0.5277
2022-08-01,Quintile 3,0.4475
2022-09-01,Quintile 3,0.3268
2022-10-01,Quintile 3,0.2289
2022-11-01,Quintile 3,0.1704
2022-12-01,Quintile 3,0.1569
2023-01-01,Quintile 3,0.1588
2023-02-01,Quintile 3,0.1674
2023-03-01,Quintile 3,0.1942
2023-04-01,Quintile 3,0.1991
2023-05-01,Quintile 3,0.2033
2023-06-01,Quintile 3,0.1706
2023-07-01,Quintile 3,0.1372
2023-08-01,Quintile 3,0.1014
2023-09-01,Quintile 3,0.1432
2023-10-01,Quintile 3,0.1786
2023-11-01,Quintile 3,0.1705
2023-12-01,Quintile 3,0.2208
2024-01-01,Quintile 3,0.2295
2024-02-01,Quintile 3,0.2558
2024-03-01,Quintile 3,0.2313
2024-04-01,Quintile 3,0.2445
2024-05-01,Quintile 3,0.2533
2024-06-01,Quintile 3,0.2678
2024-07-01,Quintile 3,0.3701
2024-08-01,Quintile 3,0.4388
2024-09-01,Quintile 3,0.4607
2024-10-01,Quintile 3,0.4883
2024-11-01,Quintile 3,0.5214
2024-12-01,Quintile 3,0.4706
2025-01-01,Quintile 3,0.4544
2025-02-01,Quintile 3,0.478
2025-03-01,Quintile 3,0.5077
2025-04-01,Quintile 3,0.5307
2025-05-01,Quintile 3,0.5654
2025-06-01,Quintile 3,0.5975
2025-07-01,Quintile 3,0.5504
2025-08-01,Quintile 3,0.5607
2025-09-01,Quintile 3,0.5669
2025-10-01,Quintile 3,
2025-11-01,Quintile 3,0.61
2025-12-01,Quintile 3,0.6629
2026-01-01,Quintile 3,0.7009
2026-02-01,Quintile 3,0.6957
2026-03-01,Quintile 3,0.7249
2026-04-01,Quintile 3,0.7635
2026-05-01,Quintile 3,0.7632
2026-06-01,Quintile 3,0.7508
2026-07-01,Quintile 3,0.7489
2026-08-01,Quintile 3,0.6886
2015-01-01,Quintile 5 (Lowest),0.5822
2015-02-01,Quintile 5 (Lowest),0.5448
2015-03-01,Quintile 5 (Lowest),0.4829
2015-04-01,Quintile 5 (Lowest),0.4758
2015-05-01,Quintile 5 (Lowest),0.4619
2015-06-01,Quintile 5 (Lowest),0.4201
2015-07-01,Quintile 5 (Lowest),0.4031
2015-08-01,Quintile 5 (Lowest),0.3664
2015-09-01,Quintile 5 (Lowest),0.3227
2015-10-01,Quintile 5 (Lowest),0.3244
2015-11-01,Quintile 5 (Lowest),0.3125
2015-12-01,Quintile 5 (Lowest),0.2973
2016-01-01,Quintile 5 (Lowest),0.2888
2016-02-01,Quintile 5 (Lowest),0.2784
2016-03-01,Quintile 5 (Lowest),0.2741
2016-04-01,Quintile 5 (Lowest),0.2634
2016-05-01,Quintile 5 (Lowest),0.2496
2016-06-01,Quintile 5 (Lowest),0.262
2016-07-01,Quintile 5 (Lowest),0.2428
2016-08-01,Quintile 5 (Lowest),0.255
2016-09-01,Quintile 5 (Lowest),0.2762
2016-10-01,Quintile 5 (Lowest),0.287
2016-11-01,Quintile 5 (Lowest),0.2686
2016-12-01,Quintile 5 (Lowest),0.2659
2017-01-01,Quintile 5 (Lowest),0.266
2017-02-01,Quintile 5 (Lowest),0.2665
2017-03-01,Quintile 5 (Lowest),0.2807
2017-04-01,Quintile 5 (Lowest),0.2787
2017-05-01,Quintile 5 (Lowest),0.2704
2017-06-01,Quintile 5 (Lowest),0.2599
2017-07-01,Quintile 5 (Lowest),0.241
2017-08-01,Quintile 5 (Lowest),0.22
2017-09-01,Quintile 5 (Lowest),0.1948
2017-10-01,Quintile 5 (Lowest),0.1325
2017-11-01,Quintile 5 (Lowest),0.1178
2017-12-01,Quintile 5 (Lowest),0.1142
2018-01-01,Quintile 5 (Lowest),0.095
2018-02-01,Quintile 5 (Lowest),0.0799
2018-03-01,Quintile 5 (Lowest),0.0674
2018-04-01,Quintile 5 (Lowest),0.0452
2018-05-01,Quintile 5 (Lowest),0.0441
2018-06-01,Quintile 5 (Lowest),0.0421
2018-07-01,Quintile 5 (Lowest),0.0496
2018-08-01,Quintile 5 (Lowest),0.0302
2018-09-01,Quintile 5 (Lowest),0.0077
2018-10-01,Quintile 5 (Lowest),0.0283
2018-11-01,Quintile 5 (Lowest),0.0388
2018-12-01,Quintile 5 (Lowest),0.0561
2019-01-01,Quintile 5 (Lowest),0.0677
2019-02-01,Quintile 5 (Lowest),0.0879
2019-03-01,Quintile 5 (Lowest),0.0789
2019-04-01,Quintile 5 (Lowest),0.0703
2019-05-01,Quintile 5 (Lowest),0.0669
2019-06-01,Quintile 5 (Lowest),0.0543
2019-07-01,Quintile 5 (Lowest),0.0318
2019-08-01,Quintile 5 (Lowest),0.0203
2019-09-01,Quintile 5 (Lowest),0.0483
2019-10-01,Quintile 5 (Lowest),0.065
2019-11-01,Quintile 5 (Lowest),0.0667
2019-12-01,Quintile 5 (Lowest),0.0283
2020-01-01,Quintile 5 (Lowest),0
2020-02-01,Quintile 5 (Lowest),-0.0361
2020-03-01,Quintile 5 (Lowest),0.0084
2020-04-01,Quintile 5 (Lowest),0.4062
2020-05-01,Quintile 5 (Lowest),0.7109
2020-06-01,Quintile 5 (Lowest),0.9877
2020-07-01,Quintile 5 (Lowest),1.3037
2020-08-01,Quintile 5 (Lowest),1.5049
2020-09-01,Quintile 5 (Lowest),1.6279
2020-10-01,Quintile 5 (Lowest),1.7216
2020-11-01,Quintile 5 (Lowest),1.8106
2020-12-01,Quintile 5 (Lowest),1.8907
2021-01-01,Quintile 5 (Lowest),1.9839
2021-02-01,Quintile 5 (Lowest),2.0807
2021-03-01,Quintile 5 (Lowest),2.1225
2021-04-01,Quintile 5 (Lowest),1.795
2021-05-01,Quintile 5 (Lowest),1.529
2021-06-01,Quintile 5 (Lowest),1.316
2021-07-01,Quintile 5 (Lowest),1.0999
2021-08-01,Quintile 5 (Lowest),0.953
2021-09-01,Quintile 5 (Lowest),0.8333
2021-10-01,Quintile 5 (Lowest),0.734
2021-11-01,Quintile 5 (Lowest),0.6433
2021-12-01,Quintile 5 (Lowest),0.5654
2022-01-01,Quintile 5 (Lowest),0.4962
2022-02-01,Quintile 5 (Lowest),0.4098
2022-03-01,Quintile 5 (Lowest),0.3082
2022-04-01,Quintile 5 (Lowest),0.2284
2022-05-01,Quintile 5 (Lowest),0.163
2022-06-01,Quintile 5 (Lowest),0.0698
2022-07-01,Quintile 5 (Lowest),-0.0226
2022-08-01,Quintile 5 (Lowest),-0.0722
2022-09-01,Quintile 5 (Lowest),-0.1017
2022-10-01,Quintile 5 (Lowest),-0.1163
2022-11-01,Quintile 5 (Lowest),-0.1302
2022-12-01,Quintile 5 (Lowest),-0.1456
2023-01-01,Quintile 5 (Lowest),-0.1549
2023-02-01,Quintile 5 (Lowest),-0.1452
2023-03-01,Quintile 5 (Lowest),-0.138
2023-04-01,Quintile 5 (Lowest),-0.124
2023-05-01,Quintile 5 (Lowest),-0.0991
2023-06-01,Quintile 5 (Lowest),-0.084
2023-07-01,Quintile 5 (Lowest),-0.0672
2023-08-01,Quintile 5 (Lowest),-0.0496
2023-09-01,Quintile 5 (Lowest),-0.0406
2023-10-01,Quintile 5 (Lowest),-0.0458
2023-11-01,Quintile 5 (Lowest),-0.0424
2023-12-01,Quintile 5 (Lowest),-0.0089
2024-01-01,Quintile 5 (Lowest),-0.0048
2024-02-01,Quintile 5 (Lowest),0.0019
2024-03-01,Quintile 5 (Lowest),0.0124
2024-04-01,Quintile 5 (Lowest),0.0334
2024-05-01,Quintile 5 (Lowest),0.0228
2024-06-01,Quintile 5 (Lowest),0.031
2024-07-01,Quintile 5 (Lowest),-0.0012
2024-08-01,Quintile 5 (Lowest),-0.0017
2024-09-01,Quintile 5 (Lowest),0.0145
2024-10-01,Quintile 5 (Lowest),0.0502
2024-11-01,Quintile 5 (Lowest),0.0654
2024-12-01,Quintile 5 (Lowest),0.0781
2025-01-01,Quintile 5 (Lowest),0.0773
2025-02-01,Quintile 5 (Lowest),0.08
2025-03-01,Quintile 5 (Lowest),0.0889
2025-04-01,Quintile 5 (Lowest),0.0985
2025-05-01,Quintile 5 (Lowest),0.1244
2025-06-01,Quintile 5 (Lowest),0.1402
2025-07-01,Quintile 5 (Lowest),0.1864
2025-08-01,Quintile 5 (Lowest),0.1933
2025-09-01,Quintile 5 (Lowest),0.2
2025-10-01,Quintile 5 (Lowest),
2025-11-01,Quintile 5 (Lowest),0.2365
2025-12-01,Quintile 5 (Lowest),0.2352
2026-01-01,Quintile 5 (Lowest),0.2553
2026-02-01,Quintile 5 (Lowest),0.2603
2026-03-01,Quintile 5 (Lowest),0.2426
2026-04-01,Quintile 5 (Lowest),0.2123
2026-05-01,Quintile 5 (Lowest),0.1976
2026-06-01,Quintile 5 (Lowest),0.1961
2026-07-01,Quintile 5 (Lowest),0.1835
2026-08-01,Quintile 5 (Lowest),0.226
