period,deviation_pct_gdp,era,weight_pct,actual_deficit_reduction_pct_gdp,pre_2004_rule_prediction_pct_gdp
1984b,-0.359567928219551,pre_2004,2.56410256410256,0.345174447547998,-0.0143934806715531
1985a,0.495805082118275,pre_2004,2.56410256410256,-0.235943297717171,0.259861784401104
1985b,0.345881835038741,pre_2004,2.56410256410256,-0.0369922334611524,0.308889601577589
1986a,-0.468374504733463,pre_2004,2.56410256410256,0.812460479335212,0.344085974601748
1986b,0.00578062659417877,pre_2004,2.56410256410256,0.170836626307072,0.17661725290125
1987a,-0.279456821663162,pre_2004,2.56410256410256,0.381092462261693,0.101635640598531
1987b,0.0382746569769596,pre_2004,2.56410256410256,-0.0448516695528877,-0.00657701257592813
1988a,-0.574199761313653,pre_2004,2.56410256410256,0.678712455555196,0.104512694241543
1988b,0.261509899784041,pre_2004,2.56410256410256,-0.034047117500314,0.227462782283727
1989a,0.231667099348727,pre_2004,2.56410256410256,-0.00603967998323983,0.225627419365487
1989b,0.407739779984372,pre_2004,2.56410256410256,-0.104370332084399,0.303369447899973
1990a,0.215425593748657,pre_2004,2.56410256410256,0.166590120002604,0.382015713751262
1990b,0.281215484685905,pre_2004,2.56410256410256,-0.0061447277795262,0.275070756906379
1991a,-0.377700056748994,pre_2004,2.56410256410256,0.824425095893867,0.446725039144873
1991b,0.139023284306106,pre_2004,2.56410256410256,-0.113608932273715,0.0254143520323918
1992a,0.0612993254839481,pre_2004,2.56410256410256,-0.0764315355958171,-0.015132210111869
1992b,0.00573173047892195,pre_2004,2.56410256410256,-0.136451325527315,-0.130719595048393
1993a,0.0982800088818596,pre_2004,2.56410256410256,-0.00716883738828319,0.0911111714935764
1993b,-0.225964696743491,pre_2004,2.56410256410256,0.422493756316391,0.196529059572901
1994a,-0.0646245727613184,pre_2004,2.56410256410256,-0.0173823747823537,-0.0820069475436722
1994b,-0.0689812366005796,pre_2004,2.56410256410256,-0.041806630507039,-0.110787867107619
1995a,0.0826489501608582,pre_2004,2.56410256410256,-0.0249117482854335,0.0577372018754247
1995b,0.130983557586093,pre_2004,2.56410256410256,0.0120555823760878,0.143039139962181
1996a,-0.014543345177011,pre_2004,2.56410256410256,0,-0.014543345177011
1996b,-0.213557448238194,pre_2004,2.56410256410256,0.125927725732981,-0.0876297225052133
1997a,-0.0527452300421539,pre_2004,2.56410256410256,0.13672271513916,0.0839774850970059
1997b,-0.1170827233971,pre_2004,2.56410256410256,0.130704228479203,0.0136215050821038
1998a,-0.0799503061251218,pre_2004,2.56410256410256,0.00681013720151282,-0.0731401689236089
1998b,-0.0960734249490782,pre_2004,2.56410256410256,-0.0236431783748593,-0.119716603323937
1999a,-0.1513172870383,pre_2004,2.56410256410256,-0.111966837335372,-0.263284124373672
1999b,-0.142618926003051,pre_2004,2.56410256410256,-0.0468030959277462,-0.189422021930797
2000a,-0.101836758830036,pre_2004,2.56410256410256,-0.203926060423883,-0.305762819253919
2000b,-0.0510670930067694,pre_2004,2.56410256410256,-0.0697269324684073,-0.120794025475177
2001a,0.0030149567656538,pre_2004,2.56410256410256,-0.249952283468264,-0.24693732670261
2001b,0.202878197326734,pre_2004,2.56410256410256,-0.681095189796333,-0.478216992469599
2002a,-0.131260440958606,pre_2004,2.56410256410256,-0.376202897011708,-0.507463337970314
2002b,-0.0330329680572379,pre_2004,2.56410256410256,-0.54759327379548,-0.580626241852718
2003a,-0.271526182492299,pre_2004,2.56410256410256,-0.0969806295530515,-0.368506812045351
2003b,0.868321643829133,pre_2004,2.56410256410256,-1.37938761755532,-0.511065973726184
2004a,-0.0156502694044567,post_2004,4.76190476190476,-0.141756906911453,-0.15740717631591
2004b,0.262391542112767,post_2004,4.76190476190476,-0.154869029893844,0.107522512218923
2005a,-0.0283003275237984,post_2004,4.76190476190476,0.161726161423126,0.133425833899328
2005b,0.690961181149945,post_2004,4.76190476190476,-0.506563517966706,0.184397663183239
2006a,0.43005359308473,post_2004,4.76190476190476,-0.122750994808196,0.307302598276534
2006b,0.79718431439686,post_2004,4.76190476190476,-0.507882782958315,0.289301531438545
2007a,0.12314692678944,post_2004,4.76190476190476,0.277209408445972,0.400356335235412
2007b,0.738859790589012,post_2004,4.76190476190476,-0.535294662028212,0.2035651285608
2008a,0.316623064363242,post_2004,4.76190476190476,-0.0508531933685853,0.265769870994656
2016b,-0.0541606164543911,post_2004,4.76190476190476,0.000622081713049848,-0.0535385347413412
2017a,-0.0582562119264966,post_2004,4.76190476190476,-0.047490568042896,-0.105746779969393
2017b,-0.0732818211078637,post_2004,4.76190476190476,-0.0728890406615349,-0.146170861769399
2018a,1.46794488921434,post_2004,4.76190476190476,-1.53282390124751,-0.0648790120331642
2018b,0.165409447761908,post_2004,4.76190476190476,0,0.165409447761908
2019a,0.103366528238846,post_2004,4.76190476190476,0.117948977227499,0.221315505466345
2019b,0.406330293707959,post_2004,4.76190476190476,-0.370209662463765,0.0361206312441936
2020a,0.330987197456993,post_2004,4.76190476190476,-0.181630828646539,0.149356368810454
2023a,0.176463805861601,post_2004,4.76190476190476,-0.269428599982325,-0.0929647941207237
2023b,0.293629392381046,post_2004,4.76190476190476,0,0.293629392381046
2024a,-0.13433380416301,post_2004,4.76190476190476,0.448122139858052,0.313788335695043
2024b,0.739563437106588,post_2004,4.76190476190476,-0.25801657245304,0.481546864653548
2025a,0.622165763646632,recent,0,-0.0865006952363372,0.535665068410294
2025b,1.95955377153725,recent,0,-1.47151966775427,0.488034103782985
2025b*,0.853260857054876,recent,0,-0.365226753271891,0.488034103782985
2026a,0.501300218579835,recent,0,-0.030125332004931,0.471174886574904
